Process,Burst Time,Arrival Time,Waiting Time,Turn Around Time,Priority
6952,234,8239,1396005,1396239,8
1367,193,8239,270038,270231,31
2553,84,8239,270231,270315,34
1902,149,8239,270315,270464,34
4762,256,8239,1396014,1396270,41
6690,17,8240,270688,270705,28
5607,235,8240,1396046,1396281,43
4116,225,8240,1396057,1396282,45
8841,120,8241,271151,271271,6
2615,42,8241,271271,271313,13
2679,235,8241,1396058,1396293,27
1612,23,8241,271536,271559,48
2476,84,8242,271558,271642,4
8061,73,8242,271642,271715,30
6280,217,8243,271714,271931,1
9280,144,8243,271931,272075,4
7727,292,8243,1471392,1471684,9
7331,25,8243,272293,272318,19
3197,238,8243,1396125,1396363,26
4754,5,8243,272542,272547,27
2513,126,8243,272547,272673,30
3319,231,8243,1396135,1396366,31
1766,122,8243,272901,273023,33
8349,26,8244,273022,273048,17
1062,4,8244,273048,273052,29
5927,6,8244,273052,273058,35
6861,227,8244,1396140,1396367,37
8158,232,8244,1396141,1396373,38
3148,84,8244,273509,273593,39
2760,185,8245,273592,273777,9
2540,58,8245,273777,273835,17
4813,196,8245,273835,274031,17
6776,215,8245,274031,274246,34
5447,145,8246,274245,274390,9
4123,198,8246,274390,274588,23
8478,126,8246,274588,274714,26
3577,146,8246,274714,274860,38
9631,71,8247,274859,274930,8
8670,100,8247,274930,275030,8
9742,189,8247,275030,275219,49
2445,46,8248,275218,275264,16
3397,266,8248,1396142,1396408,16
5636,17,8248,275491,275508,19
3305,57,8248,275508,275565,19
5741,71,8248,275565,275636,34
4854,187,8248,275636,275823,48
8021,200,8249,275822,276022,21
5635,9,8249,276022,276031,30
5914,98,8249,276031,276129,34
8045,98,8250,276128,276226,12
9612,153,8250,276226,276379,14
7719,115,8250,276379,276494,16
7001,250,8250,1396192,1396442,22
9664,212,8250,276708,276920,23
2595,264,8250,1396222,1396486,28
7476,219,8250,277140,277359,32
6446,290,8250,1471397,1471687,50
9984,177,8251,277581,277758,9
3437,142,8251,277758,277900,32
1735,78,8251,277900,277978,34
2212,299,8251,1476481,1476780,39
4484,289,8251,1471417,1471706,40
4409,143,8251,278423,278566,48
2547,144,8251,278566,278710,48
4570,135,8252,278709,278844,35
7387,240,8253,1396434,1396674,17
4916,156,8253,279067,279223,22
2575,235,8253,1396451,1396686,27
6285,295,8253,1471423,1471718,29
1496,214,8253,279665,279879,31
6595,294,8253,1476485,1476779,40
8434,102,8253,280101,280203,47
8494,82,8254,280202,280284,1
4378,209,8254,280284,280493,15
9614,187,8254,280493,280680,16
1342,153,8254,280680,280833,19
1775,31,8254,280833,280864,25
3416,190,8254,280864,281054,25
6231,90,8254,281054,281144,30
4097,3,8254,281144,281147,34
3549,8,8254,281147,281155,46
7726,198,8255,281154,281352,4
1486,226,8255,1396587,1396813,8
9663,71,8255,281569,281640,17
8760,9,8255,281640,281649,45
8835,174,8256,281648,281822,20
6136,283,8257,1471446,1471729,5
9273,42,8257,282043,282085,11
6091,131,8257,282085,282216,20
3866,263,8257,1396646,1396909,26
7611,234,8257,1396681,1396915,31
1199,121,8257,282668,282789,40
9786,116,8257,282789,282905,44
6040,79,8258,282904,282983,5
2288,275,8258,1396692,1396967,6
1164,293,8258,1471449,1471742,15
8654,268,8258,1396796,1397064,36
7264,293,8258,1471462,1471755,37
1696,216,8259,283879,284095,2
3715,118,8259,284095,284213,19
5071,243,8259,1396894,1397137,34
9433,98,8259,284437,284535,47
8271,250,8260,1396918,1397168,9
3325,128,8260,284752,284880,25
2066,62,8260,284880,284942,28
4722,271,8260,1396949,1397220,47
9731,286,8261,1471471,1471757,5
9103,7,8261,285382,285389,15
7868,45,8261,285389,285434,16
1402,176,8261,285434,285610,31
2656,237,8262,1397055,1397292,7
9242,293,8262,1471476,1471769,13
4578,30,8262,286059,286089,20
1281,204,8262,286089,286293,27
6937,11,8262,286293,286304,29
4244,221,8262,286304,286525,41
5832,61,8262,286525,286586,45
9890,83,8263,286585,286668,4
4565,241,8263,1397119,1397360,26
4206,176,8263,286892,287068,46
6810,32,8264,287067,287099,25
5766,290,8264,1471488,1471778,27
7231,122,8265,287321,287443,2
8957,75,8265,287443,287518,23
2209,283,8265,1471501,1471784,42
1731,111,8266,287737,287848,6
2283,252,8266,1397249,1397501,15
7829,42,8266,288068,288110,36
7749,113,8266,288110,288223,50
7536,114,8267,288222,288336,44
8906,126,8268,288335,288461,2
5500,86,8268,288461,288547,4
7570,196,8268,288547,288743,8
6002,80,8268,288743,288823,14
3975,251,8268,1397275,1397526,17
9363,185,8268,289047,289232,27
4679,215,8268,289232,289447,31
9700,203,8268,289447,289650,43
1519,20,8269,289649,289669,1
5842,171,8269,289669,289840,5
9317,282,8269,1471499,1471781,5
3370,121,8269,290062,290183,10
7643,228,8269,1397362,1397590,18
9033,54,8269,290405,290459,30
1714,6,8269,290459,290465,33
1079,27,8269,290465,290492,37
4819,244,8269,1397368,1397612,44
3111,215,8269,290714,290929,46
8610,195,8270,290928,291123,14
4984,100,8270,291123,291223,40
9949,105,8270,291223,291328,49
5143,96,8271,291327,291423,2
9067,162,8271,291423,291585,8
6472,243,8271,1397387,1397630,12
6821,272,8271,1397411,1397683,29
4039,265,8271,1397455,1397720,31
9456,131,8271,292255,292386,36
1734,269,8271,1397501,1397770,47
1453,98,8272,292604,292702,3
3665,112,8272,292702,292814,14
9266,171,8272,292814,292985,22
4541,266,8272,1397541,1397807,31
4730,220,8272,293213,293433,43
7625,28,8272,293433,293461,49
9268,229,8273,1397581,1397810,1
9013,31,8273,293685,293716,18
7897,36,8273,293716,293752,19
4851,214,8273,293752,293966,35
2673,200,8273,293966,294166,37
3839,233,8274,1397586,1397819,3
8659,18,8274,294388,294406,19
1234,270,8274,1397595,1397865,21
1844,240,8274,1397635,1397875,36
6137,143,8274,294860,295003,44
1542,210,8275,295002,295212,2
9860,22,8275,295212,295234,9
7165,231,8275,1397660,1397891,22
4365,274,8275,1397674,1397948,33
3844,25,8275,295665,295690,49
4358,119,8276,295689,295808,1
4864,152,8276,295808,295960,11
2754,51,8276,295960,296011,21
1054,177,8276,296011,296188,48
2650,181,8277,296187,296368,15
6552,192,8277,296368,296560,41
3628,247,8278,1397718,1397965,16
6183,103,8278,296786,296889,27
7245,202,8279,296888,297090,6
8839,141,8279,297090,297231,46
5919,183,8280,297230,297413,9
1286,159,8280,297413,297572,29
2479,126,8280,297572,297698,30
2225,284,8280,1397738,1398022,41
3768,32,8281,297922,297954,9
1494,75,8281,297954,298029,39
1993,113,8281,298029,298142,47
7013,82,8282,298141,298223,23
4357,140,8282,298223,298363,44
5816,74,8283,298362,298436,4
8172,55,8283,298436,298491,45
8251,39,8284,298490,298529,4
4575,283,8284,1471485,1471768,5
1501,229,8284,1397855,1398084,7
2326,150,8284,298973,299123,22
4114,102,8285,299122,299224,7
5778,151,8285,299224,299375,12
6404,260,8285,1397856,1398116,16
9472,32,8285,299602,299634,18
7809,103,8286,299633,299736,43
5060,51,8286,299736,299787,45
9118,248,8287,1397892,1398140,5
5544,259,8287,1397915,1398174,23
9213,30,8287,300233,300263,25
5977,63,8287,300263,300326,30
6909,217,8287,300326,300543,49
9173,68,8288,300542,300610,44
3802,281,8288,1471489,1471770,47
7019,243,8289,1398000,1398243,31
9015,23,8290,301055,301078,9
7608,87,8290,301078,301165,10
3909,258,8290,1398022,1398280,28
4057,266,8290,1398052,1398318,31
6310,72,8290,301613,301685,40
4579,77,8291,301684,301761,1
6497,126,8291,301761,301887,13
6243,34,8291,301887,301921,14
5364,13,8291,301921,301934,15
5565,9,8291,301934,301943,19
9654,164,8291,301943,302107,20
9360,161,8291,302107,302268,21
3443,86,8291,302268,302354,32
1794,91,8291,302354,302445,32
4894,32,8291,302445,302477,50
3803,93,8292,302476,302569,1
7225,251,8292,1398091,1398342,2
2977,24,8292,302794,302818,15
7465,282,8292,1471488,1471770,16
7856,206,8292,303045,303251,18
1488,159,8292,303251,303410,21
3766,53,8292,303410,303463,37
1254,192,8293,303462,303654,7
3284,26,8293,303654,303680,13
9692,18,8293,303680,303698,26
4748,19,8293,303698,303717,34
9144,232,8293,1398168,1398400,34
4590,178,8293,303941,304119,42
3186,15,8294,304118,304133,1
2781,218,8294,304133,304351,2
8781,108,8294,304351,304459,4
3581,264,8294,1398175,1398439,11
6144,92,8294,304683,304775,25
3678,185,8295,304774,304959,7
1677,234,8295,1398218,1398452,15
6333,281,8295,1398228,1398509,21
3562,155,8295,305403,305558,32
3041,95,8295,305558,305653,37
4136,290,8295,1471486,1471776,38
8786,132,8295,305879,306011,40
9158,27,8295,306011,306038,46
5512,187,8296,306037,306224,1
8745,262,8296,1398338,1398600,1
8963,180,8296,306449,306629,4
2088,186,8296,306629,306815,40
8042,21,8296,306815,306836,43
6009,86,8296,306836,306922,44
4324,129,8296,306922,307051,47
8424,75,8296,307051,307126,49
6011,162,8297,307125,307287,44
6693,217,8297,307287,307504,45
4474,280,8298,1398375,1398655,3
2519,250,8298,1398433,1398683,18
9182,207,8298,307948,308155,19
8357,73,8298,308155,308228,29
7799,127,8298,308228,308355,29
5451,172,8299,308354,308526,38
5521,180,8300,308525,308705,5
9628,171,8300,308705,308876,38
6184,191,8301,308875,309066,14
8244,78,8301,309066,309144,40
7870,246,8301,1398458,1398704,44
3661,133,8302,309365,309498,3
4569,93,8302,309498,309591,11
9087,151,8302,309591,309742,42
8579,202,8303,309741,309943,3
6814,180,8303,309943,310123,5
5030,192,8303,310123,310315,11
8360,67,8303,310315,310382,19
4521,178,8303,310382,310560,25
5626,167,8303,310560,310727,38
2631,127,8303,310727,310854,41
2285,179,8304,310853,311032,6
5736,218,8304,311032,311250,12
4707,47,8304,311250,311297,23
3214,65,8304,311297,311362,36
5409,86,8304,311362,311448,38
1425,186,8304,311448,311634,44
8634,242,8304,1398479,1398721,44
5729,237,8305,1398498,1398735,6
8680,215,8305,312077,312292,11
2661,284,8305,1471486,1471770,13
9674,258,8305,1398563,1398821,34
3599,211,8306,312743,312954,4
1705,35,8306,312954,312989,10
3007,98,8306,312989,313087,12
4871,289,8306,1471490,1471779,27
6589,22,8306,313310,313332,36
2742,69,8306,313332,313401,42
1259,44,8308,313399,313443,2
9997,176,8308,313443,313619,6
3832,258,8308,1398651,1398909,12
6033,86,8308,313842,313928,26
9374,94,8308,313928,314022,43
7050,294,8308,1476432,1476726,48
3324,215,8309,314244,314459,5
1400,35,8309,314459,314494,8
3404,259,8309,1398734,1398993,36
3193,128,8310,314723,314851,15
8539,32,8310,314851,314883,29
7780,149,8311,314882,315031,1
5594,297,8311,1476428,1476725,7
7955,181,8311,315253,315434,16
3696,151,8311,315434,315585,25
8211,255,8312,1398822,1399077,1
3848,16,8312,315809,315825,5
7535,169,8312,315825,315994,5
2366,132,8312,315994,316126,7
8428,250,8312,1398847,1399097,36
7528,292,8313,1471519,1471811,1
5517,183,8313,316580,316763,4
8167,220,8313,316763,316983,5
7205,293,8313,1471528,1471821,20
5819,66,8313,317210,317276,43
1166,132,8313,317276,317408,44
9837,78,8313,317408,317486,45
8105,55,8314,317485,317540,6
8819,111,8314,317540,317651,9
3741,67,8314,317651,317718,36
9918,161,8315,317717,317878,7
1080,226,8316,1398989,1399215,8
2599,234,8316,1398991,1399225,11
4956,219,8316,318318,318537,13
2500,126,8316,318537,318663,14
7613,148,8316,318663,318811,27
5501,166,8316,318811,318977,38
6191,124,8316,318977,319101,50
7684,165,8316,319101,319266,50
1720,167,8317,319265,319432,22
4236,257,8318,1399006,1399263,8
4687,135,8318,319648,319783,12
3415,209,8318,319783,319992,17
2117,138,8318,319992,320130,34
1764,144,8318,320130,320274,38
1939,87,8318,320274,320361,44
5416,282,8319,1471537,1471819,19
8569,148,8319,320575,320723,45
1573,220,8319,1399106,1399326,47
3025,122,8320,320941,321063,12
2762,17,8320,321063,321080,27
8721,143,8320,321080,321223,42
5797,184,8321,321222,321406,2
8879,55,8321,321406,321461,5
8847,142,8321,321461,321603,7
9921,150,8321,321603,321753,8
6539,251,8321,1399101,1399352,12
7789,117,8321,321976,322093,20
3985,155,8321,322093,322248,24
5948,227,8321,1399127,1399354,37
3206,28,8322,322472,322500,45
2452,169,8323,322499,322668,3
6502,294,8323,1471534,1471828,29
4757,251,8323,1399195,1399446,47
4350,244,8324,1399223,1399467,6
8543,195,8324,323327,323522,8
3275,200,8324,323522,323722,14
6022,101,8324,323722,323823,25
4126,148,8325,323822,323970,7
3164,29,8325,323970,323999,28
5631,18,8325,323999,324017,31
9075,248,8325,1399241,1399489,37
5346,217,8325,324242,324459,42
3479,156,8325,324459,324615,46
2717,227,8325,1399270,1399497,47
5397,40,8325,324834,324874,50
3330,260,8326,1399268,1399528,13
3363,273,8326,1399301,1399574,16
6218,154,8326,325328,325482,36
3685,116,8327,325481,325597,9
7223,245,8327,1399349,1399594,11
9139,126,8327,325821,325947,20
3212,201,8328,325946,326147,13
8942,215,8328,326147,326362,23
6732,72,8328,326362,326434,27
1609,2,8328,326434,326436,35
6344,284,8328,1471543,1471827,40
8936,181,8328,326658,326839,44
5587,87,8328,326839,326926,49
7291,285,8329,1471542,1471827,14
8236,153,8329,327150,327303,18
7945,96,8329,327303,327399,46
3935,165,8329,327399,327564,47
2072,244,8329,1399487,1399731,49
1877,227,8330,1399510,1399737,15
1422,269,8330,1399518,1399787,24
3253,241,8330,1399567,1399808,28
7567,84,8330,328444,328528,29
4615,227,8330,1399583,1399810,37
1311,13,8331,328752,328765,18
3979,249,8331,1399594,1399843,19
3329,119,8331,328980,329099,28
7451,241,8331,1399623,1399864,28
9910,132,8331,329319,329451,30
8806,215,8331,329451,329666,30
2121,253,8331,1399636,1399889,31
3243,203,8331,329894,330097,38
8208,59,8332,330096,330155,1
7120,272,8332,1399664,1399936,17
8566,177,8332,330379,330556,32
3564,261,8332,1399712,1399973,45
2160,231,8333,1399745,1399976,16
1382,86,8333,331006,331092,26
2889,196,8333,331092,331288,31
3530,203,8335,331286,331489,5
5315,196,8335,331489,331685,27
5314,106,8335,331685,331791,31
8015,44,8335,331791,331835,34
4481,278,8335,1399751,1400029,48
7078,171,8336,332057,332228,18
8460,206,8336,332228,332434,39
7537,51,8336,332434,332485,45
1807,45,8337,332484,332529,15
5638,248,8337,1399800,1400048,16
4190,180,8337,332756,332936,27
2597,147,8338,332935,333082,10
8405,239,8338,1399823,1400062,34
2559,113,8338,333306,333419,37
8306,159,8338,333419,333578,44
1695,289,8339,1471538,1471827,7
3970,66,8339,333799,333865,19
1895,5,8339,333865,333870,24
1323,7,8339,333870,333877,24
3619,32,8339,333877,333909,27
8907,23,8339,333909,333932,30
7580,125,8340,333931,334056,6
7953,298,8340,1476400,1476698,35
2588,73,8341,334289,334362,23
5322,248,8342,1399937,1400185,13
6463,283,8342,1471557,1471840,48
1347,197,8343,334811,335008,4
7810,211,8343,335008,335219,12
2792,91,8343,335219,335310,13
8991,178,8343,335310,335488,25
9523,94,8343,335488,335582,29
3270,113,8343,335582,335695,32
2034,288,8343,1471558,1471846,38
8967,111,8343,335921,336032,49
6629,155,8344,336031,336186,1
7190,91,8344,336186,336277,6
5895,154,8344,336277,336431,8
6461,209,8344,336431,336640,15
9010,60,8344,336640,336700,19
6430,291,8344,1476404,1476695,22
1642,159,8344,336914,337073,30
9090,103,8344,337073,337176,34
5199,75,8345,337175,337250,3
1066,86,8345,337250,337336,3
4583,37,8345,337336,337373,5
2927,5,8345,337373,337378,9
8927,170,8345,337378,337548,15
3304,132,8345,337548,337680,19
4441,23,8345,337680,337703,26
1450,251,8345,1400127,1400378,30
5154,258,8345,1400152,1400410,30
7642,115,8345,338155,338270,31
6318,284,8345,1471578,1471862,43
2911,226,8345,1400247,1400473,49
3232,15,8345,338715,338730,50
4211,102,8345,338730,338832,50
9297,239,8346,1400250,1400489,6
8599,101,8346,339053,339154,19
7241,207,8347,339153,339360,36
6226,69,8347,339360,339429,50
5355,238,8348,1400261,1400499,30
7126,184,8348,339654,339838,47
1278,222,8348,339838,340060,50
5470,72,8349,340059,340131,10
4720,275,8349,1400275,1400550,12
2045,265,8349,1400322,1400587,31
2932,210,8349,340582,340792,46
6425,300,8350,1476779,1477079,18
1272,235,8350,1400417,1400652,20
4432,148,8350,341240,341388,28
6855,85,8350,341388,341473,37
8240,253,8350,1400427,1400680,41
6849,124,8351,341697,341821,7
9983,63,8352,341820,341883,8
2264,184,8352,341883,342067,10
3032,178,8352,342067,342245,19
8947,188,8353,342244,342432,23
2407,44,8353,342432,342476,24
2263,186,8353,342476,342662,36
6159,8,8353,342662,342670,38
4268,168,8354,342669,342837,4
1481,86,8354,342837,342923,12
8755,62,8354,342923,342985,15
3127,151,8354,342985,343136,31
7690,239,8354,1400459,1400698,33
7653,61,8354,343353,343414,40
7874,9,8354,343414,343423,45
2208,148,8355,343422,343570,8
7701,132,8355,343570,343702,30
7505,279,8355,1400471,1400750,30
6456,136,8355,343928,344064,42
7560,115,8355,344064,344179,49
7398,3,8356,344178,344181,8
9812,223,8356,1400527,1400750,18
5678,119,8356,344403,344522,26
1535,57,8356,344522,344579,39
1067,94,8356,344579,344673,40
8874,7,8357,344672,344679,8
4384,102,8357,344679,344781,11
3795,254,8357,1400521,1400775,13
9603,291,8357,1471587,1471878,32
7523,26,8357,345230,345256,33
5114,93,8357,345256,345349,42
8492,129,8357,345349,345478,45
1621,285,8357,1471596,1471881,46
8605,225,8357,1400672,1400897,49
5279,259,8358,1400674,1400933,18
3746,80,8358,346141,346221,42
5145,282,8359,1471598,1471880,45
9167,62,8359,346444,346506,46
3089,257,8359,1400769,1401026,46
5220,201,8359,346726,346927,49
8663,93,8360,346926,347019,5
1918,258,8360,1400801,1401059,11
2623,8,8360,347243,347251,19
3600,251,8360,1400837,1401088,44
6883,47,8361,347472,347519,34
1165,52,8362,347518,347570,8
3810,239,8362,1400859,1401098,16
6127,131,8362,347797,347928,22
1514,119,8362,347928,348047,27
9703,84,8363,348046,348130,18
8416,229,8363,1400873,1401102,26
1082,38,8363,348354,348392,38
1303,45,8363,348392,348437,39
2437,17,8363,348437,348454,47
4352,213,8364,348453,348666,2
1123,37,8364,348666,348703,9
7152,142,8364,348703,348845,37
8564,135,8365,348844,348979,11
5624,133,8365,348979,349112,15
5294,300,8365,1476765,1477065,41
1377,46,8366,349336,349382,10
7425,247,8366,1400931,1401178,16
7209,200,8366,349609,349809,18
7455,67,8366,349809,349876,19
1595,91,8366,349876,349967,35
5897,138,8366,349967,350105,36
9670,161,8367,350104,350265,8
3738,132,8367,350265,350397,20
7737,136,8367,350397,350533,20
2840,134,8367,350533,350667,21
4870,59,8367,350667,350726,32
2119,80,8367,350726,350806,34
9715,236,8367,1400955,1401191,44
5944,208,8368,351027,351235,5
1667,291,8368,1471605,1471896,10
9864,102,8368,351458,351560,22
8590,49,8368,351560,351609,42
1872,34,8368,351609,351643,44
2246,232,8368,1401021,1401253,48
2784,153,8368,351866,352019,49
4633,151,8369,352018,352169,10
2748,170,8369,352169,352339,14
7794,298,8369,1476383,1476681,18
1871,272,8369,1401091,1401363,29
1025,296,8369,1471626,1471922,35
3098,39,8369,353014,353053,40
1627,185,8369,353053,353238,49
3830,197,8370,353237,353434,27
1269,62,8370,353434,353496,30
9874,61,8370,353496,353557,46
3631,172,8371,353556,353728,16
9559,280,8372,1401185,1401465,1
2473,172,8372,353952,354124,21
2640,175,8372,354124,354299,34
2255,285,8373,1471637,1471922,31
5618,64,8373,354526,354590,48
4742,261,8374,1401294,1401555,18
6441,42,8374,354811,354853,23
8179,65,8374,354853,354918,26
3473,131,8375,354917,355048,31
6798,179,8375,355048,355227,44
9219,173,8376,355226,355399,4
5523,121,8376,355399,355520,10
9521,82,8376,355520,355602,11
4986,279,8376,1471641,1471920,19
7857,188,8376,355817,356005,23
5233,113,8376,356005,356118,28
9713,113,8376,356118,356231,32
8332,227,8376,1401396,1401623,42
4502,251,8376,1401399,1401650,45
5142,75,8377,356674,356749,27
3393,162,8377,356749,356911,33
4241,297,8377,1476379,1476676,33
7421,133,8377,357128,357261,43
1979,173,8379,357259,357432,10
7185,218,8379,357432,357650,23
2670,47,8379,357650,357697,29
7712,282,8380,1471654,1471936,11
1194,199,8380,357920,358119,43
6122,71,8381,358118,358189,11
2200,276,8382,1401533,1401809,38
9115,296,8383,1476375,1476671,3
1803,264,8383,1401642,1401906,21
1100,202,8383,358860,359062,49
8060,260,8384,1401682,1401942,10
9441,214,8384,359284,359498,29
1913,210,8385,359497,359707,21
6583,161,8385,359707,359868,25
7350,84,8385,359868,359952,38
3014,146,8386,359951,360097,18
9990,262,8386,1401716,1401978,21
8183,261,8386,1401758,1402019,46
6860,174,8387,360540,360714,3
5507,200,8387,360714,360914,21
6435,146,8388,360913,361059,1
5524,214,8388,361059,361273,19
9403,11,8389,361272,361283,9
1387,180,8389,361283,361463,21
6498,294,8389,1471660,1471954,31
5671,59,8389,361691,361750,45
4946,286,8390,1471676,1471962,10
6061,213,8390,361972,362185,18
5417,87,8390,362185,362272,38
7623,78,8391,362271,362349,5
9748,77,8391,362349,362426,36
9198,227,8391,362426,362653,36
6676,194,8391,362653,362847,38
3082,48,8392,362846,362894,5
2417,132,8392,362894,363026,5
7647,14,8392,363026,363040,6
1238,51,8392,363040,363091,40
9365,41,8393,363090,363131,3
2546,297,8393,1476365,1476662,20
3469,86,8393,363358,363444,31
4259,291,8393,1471688,1471979,41
9911,204,8393,363669,363873,42
7083,167,8393,363873,364040,43
5029,61,8394,364039,364100,24
6572,185,8394,364100,364285,32
1147,152,8394,364285,364437,38
4874,171,8394,364437,364608,39
5065,202,8395,364607,364809,1
3158,281,8395,1471698,1471979,15
1211,253,8396,1402069,1402322,4
3288,119,8396,365249,365368,14
1566,95,8396,365368,365463,47
1439,279,8397,1402095,1402374,30
7924,232,8397,1402152,1402384,40
6196,87,8397,365910,365997,46
3699,24,8398,365996,366020,1
4982,57,8398,366020,366077,15
7991,237,8398,1402156,1402393,16
9372,8,8398,366304,366312,25
9438,98,8398,366312,366410,25
2350,38,8398,366410,366448,42
7227,38,8399,366447,366485,18
2698,5,8399,366485,366490,22
5637,259,8399,1402166,1402425,30
6190,109,8400,366715,366824,2
4671,258,8401,1402201,1402459,5
7323,10,8401,367045,367055,13
4311,257,8401,1402235,1402492,21
9055,64,8401,367279,367343,46
3980,59,8401,367343,367402,48
1431,196,8402,367401,367597,1
3822,219,8402,367597,367816,1
7545,208,8402,367816,368024,23
7456,47,8402,368024,368071,31
2222,118,8403,368070,368188,6
4726,153,8403,368188,368341,12
9049,232,8403,1402266,1402498,21
5320,124,8403,368565,368689,26
6139,276,8404,1402275,1402551,5
2549,285,8404,1471691,1471976,27
9410,41,8405,369132,369173,9
4041,293,8405,1471692,1471985,28
7409,28,8405,369393,369421,41
1690,286,8406,1471706,1471992,32
4170,198,8406,369641,369839,35
5864,269,8406,1402502,1402771,39
1726,60,8406,370062,370122,49
4267,82,8407,370121,370203,15
3728,244,8407,1402550,1402794,28
1534,118,8407,370423,370541,37
7519,293,8408,1471708,1472001,17
9833,79,8408,370764,370843,28
3906,248,8408,1402632,1402880,29
4695,180,8408,371062,371242,31
9952,228,8408,1402656,1402884,34
9518,35,8408,371466,371501,39
6568,138,8408,371501,371639,41
7286,64,8409,371638,371702,1
2904,12,8409,371702,371714,3
5858,31,8409,371714,371745,27
2963,58,8410,371744,371802,2
4877,90,8410,371802,371892,6
2109,54,8410,371892,371946,12
5254,235,8410,1402657,1402892,37
2576,74,8410,372171,372245,42
7333,60,8410,372245,372305,43
1441,209,8410,372305,372514,43
9117,56,8411,372513,372569,12
6646,73,8411,372569,372642,19
2071,131,8411,372642,372773,19
3066,257,8411,1402667,1402924,26
3117,300,8411,1476720,1477020,29
4014,49,8411,373216,373265,34
7407,74,8412,373264,373338,9
6596,226,8412,1402761,1402987,11
2482,299,8412,1476722,1477021,13
8735,66,8412,373790,373856,18
6185,97,8412,373856,373953,22
2007,190,8412,373953,374143,40
3778,160,8412,374143,374303,42
1218,128,8413,374302,374430,18
9933,46,8413,374430,374476,21
1975,211,8413,374476,374687,34
3941,123,8413,374687,374810,46
5232,96,8413,374810,374906,50
8617,92,8414,374905,374997,17
6437,30,8414,374997,375027,30
8611,207,8414,375027,375234,40
2050,99,8414,375234,375333,41
4808,32,8415,375332,375364,3
3959,166,8415,375364,375530,18
4763,30,8415,375530,375560,21
8614,269,8415,1402812,1403081,34
1788,147,8416,375783,375930,7
1049,235,8416,1402857,1403092,10
4907,277,8416,1402866,1403143,38
4024,4,8416,376379,376383,48
1878,176,8416,376383,376559,49
6293,169,8416,376559,376728,50
8445,246,8417,1402917,1403163,1
4435,188,8417,376952,377140,6
7666,9,8417,377140,377149,32
2335,256,8417,1402941,1403197,44
6351,280,8418,1471743,1472023,11
1317,77,8418,377594,377671,31
3912,229,8419,1403029,1403258,15
2149,93,8419,377890,377983,17
9283,195,8419,377983,378178,22
2102,233,8419,1403044,1403277,22
8421,280,8419,1471743,1472023,26
4266,266,8419,1403107,1403373,37
9062,15,8419,378841,378856,38
9470,158,8419,378856,379014,48
5767,134,8420,379013,379147,8
2638,205,8420,379147,379352,9
3667,156,8420,379352,379508,17
5246,86,8420,379508,379594,38
3506,293,8420,1471741,1472034,45
6353,114,8421,379817,379931,6
9350,214,8421,379931,380145,21
3132,153,8421,380145,380298,29
8334,7,8421,380298,380305,42
7866,279,8421,1403204,1403483,45
1868,211,8422,380528,380739,7
5419,112,8422,380739,380851,13
4344,278,8422,1471758,1472036,22
8113,231,8422,1403314,1403545,31
4520,212,8422,381293,381505,36
4723,288,8423,1471753,1472041,2
7202,33,8423,381729,381762,33
1344,177,8423,381762,381939,39
1244,185,8423,381939,382124,45
9179,275,8424,1403377,1403652,10
1409,15,8424,382346,382361,29
9946,240,8424,1403429,1403669,48
6123,234,8425,1403446,1403680,5
2015,6,8425,382805,382811,22
8192,57,8425,382811,382868,22
4287,277,8425,1403461,1403738,25
7301,57,8425,383087,383144,41
1384,83,8425,383144,383227,45
2157,62,8425,383227,383289,49
8860,45,8426,383288,383333,17
6459,19,8426,383333,383352,25
3905,17,8426,383352,383369,40
8657,272,8426,1403515,1403787,40
7986,35,8426,383591,383626,49
4827,232,8427,1403565,1403797,4
3629,65,8427,383846,383911,11
9634,155,8427,383911,384066,40
8149,76,8427,384066,384142,44
9959,110,8427,384142,384252,44
2073,237,8428,1403571,1403808,1
5163,123,8428,384476,384599,19
8514,68,8428,384599,384667,34
4652,157,8428,384667,384824,38
6356,157,8428,384824,384981,40
7504,46,8428,384981,385027,47
2592,96,8429,385026,385122,6
7553,94,8429,385122,385216,16
1295,75,8429,385216,385291,18
3663,152,8431,385289,385441,11
3207,160,8430,385442,385602,11
4149,270,8431,1403586,1403856,47
7592,144,8432,385819,385963,1
5264,12,8432,385963,385975,24
5456,247,8432,1403631,1403878,34
4245,80,8433,386198,386278,12
4501,138,8433,386278,386416,24
4278,20,8433,386416,386436,29
2991,1,8433,386436,386437,34
5550,88,8434,386436,386524,26
8830,27,8434,386524,386551,29
1343,66,8434,386551,386617,30
5725,129,8434,386617,386746,30
7294,294,8434,1471749,1472043,36
6464,143,8434,386976,387119,37
1823,296,8434,1471761,1472057,44
8799,142,8434,387341,387483,47
1837,109,8435,387482,387591,1
8443,40,8435,387591,387631,22
1449,181,8435,387631,387812,44
6099,281,8436,1403760,1404041,2
9338,96,8436,388036,388132,9
2024,20,8436,388132,388152,11
6866,44,8436,388152,388196,14
8726,158,8436,388196,388354,30
2974,47,8437,388353,388400,28
4223,167,8437,388400,388567,33
2144,131,8437,388567,388698,43
2896,105,8437,388698,388803,45
8336,193,8438,388802,388995,5
6698,82,8438,388995,389077,9
2918,2,8438,389077,389079,10
1553,205,8438,389079,389284,13
4380,54,8438,389284,389338,14
7477,191,8438,389338,389529,15
